Refseq_ID,Exosome,Nucleus,Nucleoplasm,Chromatin,Cytoplasm,Nucleolus,Cytosol,Membrane,Ribosome
XR_243206.3,1,0,0,0,0,0,1,0,0
XM_017012775.2,1,0,1,0,0,0,0,0,1
XR_002959505.1,1,1,1,1,0,0,1,1,0
XM_024447693.1,1,0,0,0,0,0,1,0,0
NM_005216.5,1,1,1,0,0,1,1,0,1
NM_001270425.2,1,1,1,1,0,1,1,1,1
NM_014502.5,1,1,1,1,0,1,1,0,1
XR_001751249.2,1,0,1,0,0,0,0,0,0
XM_017315766.2,0,1,0,0,0,0,0,0,0
XM_024448845.1,1,1,1,1,0,1,1,0,1
NM_001278730.2,1,1,0,0,0,0,0,0,1
XM_024450551.1,1,0,0,0,0,0,1,0,1
NR_103502.2,1,0,0,0,0,0,0,0,0
XM_017003392.1,1,0,0,0,0,0,0,0,0
NM_001388444.1,1,1,1,0,0,0,0,0,0
NM_002483.7,1,0,0,0,0,0,0,0,1
NM_001011699.1,1,1,1,1,0,1,1,0,0
XM_006513187.5,0,1,0,0,0,0,0,0,0
XR_001752011.2,1,1,1,1,0,1,1,1,0
XM_006711036.2,1,1,1,1,0,1,0,0,0
XM_017013883.1,1,1,1,1,0,1,1,0,0
XM_011535291.1,1,0,0,0,0,0,1,0,0
NM_001008705.2,0,0,0,0,1,0,0,0,0
XR_244116.4,1,1,1,1,0,1,1,1,0
XR_001737477.1,1,0,1,0,0,0,0,0,1
NR_146342.2,1,1,0,0,0,0,0,0,0
XM_017007207.1,1,1,0,1,0,0,1,1,0
NM_000297.4,1,1,0,0,0,0,1,1,0
NM_007313.3,1,1,1,1,0,1,1,1,1
NM_054013.3,1,1,1,1,0,1,0,1,1
NM_177445.5,0,1,0,0,0,0,0,0,0
NM_052884.3,1,0,0,0,0,0,0,0,0
XR_002959737.1,1,1,1,1,0,1,1,1,0
XM_017318923.2,1,0,0,0,0,0,0,0,0
NM_021527.2,0,1,0,0,0,0,0,0,0
NM_021928.4,1,0,1,0,0,0,0,0,1
NM_001368809.2,1,1,1,1,0,1,1,1,0
NM_001286487.1,1,1,1,1,0,0,1,0,0
XM_030248748.1,1,1,0,0,0,0,0,0,0
NM_001378530.1,1,1,1,1,0,1,1,1,0
NM_030622.8,1,1,0,0,0,0,0,0,1
NM_003082.4,1,1,1,1,0,0,1,0,0
NM_001034833.2,1,1,0,1,0,1,1,0,1
NM_173633.3,1,1,1,0,0,0,0,0,0
XM_036165512.1,0,0,0,0,1,0,0,0,0
NM_001013620.4,1,1,0,0,1,0,0,0,0
NR_028103.2,1,1,1,1,0,1,1,1,0
XR_002958477.1,1,0,0,0,0,1,0,0,1
XM_024447324.1,1,1,1,0,0,1,1,1,0
XM_017019186.1,1,0,0,0,0,0,1,0,0
NM_003672.4,1,1,1,1,0,1,1,0,0
XM_011534451.2,1,1,1,0,0,0,1,0,0
XM_011525730.3,1,0,1,0,0,1,1,0,0
XM_036154882.1,0,1,0,0,0,0,0,0,0
NM_001270527.2,1,1,1,0,1,1,1,0,1
XM_017018274.1,1,1,1,1,0,1,1,0,1
NM_001365862.2,1,1,0,0,1,0,0,0,0
XM_036166129.1,0,1,0,0,0,0,0,0,0
NM_207370.4,1,1,0,0,0,0,0,0,0
NM_001363658.2,1,1,1,1,0,0,1,1,1
XR_001737212.2,1,1,0,0,0,0,0,0,0
XM_030242261.2,0,0,0,0,1,0,0,0,0
XM_011543498.2,1,1,1,1,0,1,1,1,0
NM_001007233.3,1,1,1,1,0,0,1,0,1
XM_024451243.1,1,1,1,1,1,1,1,1,1
XM_011542265.3,1,1,1,1,0,1,1,1,1
NM_018361.5,1,1,1,1,0,0,1,0,0
NM_146207.3,1,0,0,0,0,0,0,0,0
NM_001448.3,1,0,0,0,0,0,0,0,1
NM_001374320.1,1,1,0,1,0,1,1,0,0
XM_006531523.3,0,1,0,0,0,0,0,0,0
NM_001243313.2,1,1,0,1,0,0,0,0,0
NM_007603.3,0,1,0,0,0,0,0,0,0
XM_017020933.2,1,0,0,0,0,0,0,0,0
XM_017022432.1,1,1,1,1,0,0,0,1,0
XM_036163359.1,0,1,0,0,0,0,0,0,0
XM_017006600.1,1,1,1,1,0,1,1,0,0
XM_024446051.1,1,0,1,0,0,0,1,0,0
NR_003555.1,1,0,0,0,0,0,0,0,0
NM_001369361.1,0,0,0,0,1,0,0,0,0
NM_001354755.2,1,1,1,1,0,1,1,0,1
XR_001743373.1,1,0,0,0,0,0,0,0,0
NM_001374624.1,0,1,0,0,0,0,0,0,0
NM_027604.4,0,1,0,0,0,0,0,0,0
XM_011239555.3,0,0,0,0,1,0,0,0,0
NM_001348107.3,1,0,0,0,0,0,0,0,0
NM_001947.4,1,0,0,1,0,0,0,0,1
NM_001331037.2,1,1,1,1,0,1,1,1,1
XR_001784694.3,0,1,0,0,0,0,0,0,0
XM_005264926.5,1,1,0,0,0,0,0,0,0
XM_005273491.5,1,1,1,1,0,1,1,0,0
XM_017016978.2,1,0,0,0,0,0,0,0,0
NM_001348288.1,0,0,0,0,1,0,0,0,0
XM_036153253.1,0,1,0,0,0,0,0,0,0
NM_017546.5,1,1,1,1,0,0,1,0,1
XM_024453170.1,1,1,1,1,0,1,1,0,0
XM_011543608.2,1,1,1,1,0,1,1,0,0
NR_134911.1,1,0,0,1,0,1,0,1,1
NM_020699.4,1,1,1,1,0,1,1,0,0
NM_001110791.1,1,0,0,0,1,0,0,0,0
NM_001267053.4,1,0,0,1,0,0,0,0,0
NM_001267606.2,1,1,1,1,0,0,1,0,0
XR_001751314.2,1,1,1,1,0,1,1,0,0
NR_126093.1,1,1,1,1,1,1,1,0,0
NM_153490.3,1,0,0,0,0,0,1,0,0
NM_001348731.2,1,1,1,1,0,1,1,1,0
XM_017027010.2,1,1,1,1,0,0,0,0,0
NM_001081962.2,0,0,0,0,1,0,0,0,0
XM_017016665.1,1,0,0,0,0,0,1,0,0
XM_024448304.1,1,1,0,0,0,0,0,0,0
XM_011538327.2,1,0,1,0,0,0,0,0,0
NM_009093.2,1,0,0,0,0,0,0,0,0
XM_017002551.2,1,1,1,1,0,1,1,1,0
NM_001003696.2,1,1,1,0,0,0,1,0,1
NM_010234.3,0,1,0,0,0,0,0,0,0
XR_001738710.1,1,1,1,1,0,1,1,1,1
NM_012337.3,1,1,1,0,0,0,0,0,0
XM_017025710.1,1,0,0,0,0,0,0,0,0
XM_017012358.2,1,1,1,1,0,0,1,0,1
NR_027135.2,1,0,0,0,0,0,0,0,0
XM_011510164.2,1,1,0,1,0,0,0,0,0
NM_001376557.1,1,0,0,0,0,0,1,0,0
XR_379045.4,0,0,0,0,1,0,0,0,0
XM_005245760.1,1,1,1,1,1,1,1,1,1
NM_001998.3,1,0,0,0,0,0,1,0,0
NM_001034841.4,1,1,0,0,1,0,0,0,1
NM_003344.4,1,1,1,1,0,1,1,0,1
NM_007121.7,1,1,1,1,0,1,1,0,1
XM_036158369.1,0,1,0,0,0,0,0,0,0
NM_001143906.2,1,1,1,0,0,0,1,0,0
XR_001781521.2,0,1,0,0,0,0,0,0,0
NM_182548.4,1,0,0,0,0,0,0,0,0
NM_001366534.1,1,0,0,0,0,0,0,0,0
NM_001365999.1,1,1,1,1,0,1,1,0,0
XM_011526050.1,1,1,1,1,0,0,1,0,0
XM_036164882.1,0,1,0,0,0,0,0,0,0
XM_030246424.1,0,1,0,0,0,0,0,0,0
XR_001740255.1,1,0,0,0,0,0,0,0,0
XR_001755646.2,1,1,1,1,0,0,1,0,0
XM_006507103.3,0,1,0,0,0,0,0,0,0
NM_020211.3,1,0,0,0,0,0,0,0,0
XM_005257253.1,1,1,1,0,0,0,1,0,1
NM_181799.3,1,0,0,0,0,0,0,0,0
XM_011532677.2,1,1,0,0,0,0,1,1,0
XR_941108.2,1,1,0,0,0,0,0,0,0
NM_001267598.2,1,0,1,0,0,0,0,0,1
XM_006528599.5,0,1,0,0,0,0,0,0,0
XM_005249829.4,1,1,1,1,0,0,0,1,0
NM_001291957.2,1,0,0,0,0,0,0,0,0
NM_001382755.1,1,1,1,1,0,1,1,0,0
NM_001367841.1,1,0,0,0,0,0,0,0,0
NM_001381932.1,0,1,0,0,1,0,0,0,0
NM_001243984.2,1,1,1,1,0,1,1,0,1
NM_016653.3,0,0,0,0,0,0,0,0,1
NR_170630.1,1,0,0,0,0,0,0,0,0
NM_001350219.2,1,1,1,1,0,1,1,1,1
XM_011523160.3,1,1,1,1,0,1,1,0,1
XM_006718022.1,1,0,1,1,0,0,0,0,0
XM_036164376.1,0,0,0,0,1,0,0,0,0
NR_027419.2,1,0,0,0,0,0,0,0,0
XM_005269929.4,1,0,0,1,0,0,0,0,0
NM_199342.4,1,0,1,0,0,1,0,0,1
NR_037913.1,1,1,1,1,0,0,1,0,0
XR_001750530.1,1,1,1,1,1,0,1,1,0
XR_002957314.1,1,0,0,0,0,0,1,0,0
NM_001320608.2,1,1,0,0,0,0,1,0,1
XM_011242629.4,0,1,0,0,0,0,0,0,0
NM_016063.3,1,0,1,1,0,1,0,0,1
NM_021971.4,1,1,1,1,0,1,1,0,0
XM_006710853.4,1,0,0,0,0,0,0,0,0
NM_001145717.1,1,0,0,0,0,0,0,0,0
XM_017026881.1,1,1,1,1,0,1,1,1,0
NR_135791.1,1,1,0,1,0,1,1,0,0
NR_037567.1,1,1,0,1,1,0,1,0,1
XM_030246122.2,0,1,0,0,0,0,0,0,0
NM_003338.5,1,0,1,0,0,0,0,0,0
NM_001105570.2,1,1,0,1,1,1,1,1,1
NM_024922.6,1,0,0,0,0,1,0,0,0
NM_173074.3,1,1,1,1,0,0,1,1,1
XM_011519854.1,1,1,1,1,0,1,1,0,0
XM_011512798.1,1,0,0,0,0,0,0,0,0
NM_015299.3,1,1,1,0,0,0,1,0,1
NM_013416.4,1,0,0,0,0,0,0,0,0
XM_006526460.5,0,1,0,0,0,0,0,0,0
NM_001278339.2,1,0,0,0,0,0,0,0,0
XM_005274140.5,1,1,0,0,0,1,1,0,0
NM_152331.4,1,0,0,0,0,0,0,0,0
NM_138635.3,1,1,1,1,1,0,1,0,1
NM_018469.5,1,1,1,1,0,1,1,0,1
NM_001443.3,1,1,0,0,0,0,1,1,0
NM_007136.4,1,0,0,0,0,0,0,0,0
NM_003458.4,1,0,1,1,0,0,0,0,0
NR_028400.1,1,0,0,0,0,0,0,0,0
XM_011535378.3,1,1,0,0,0,0,0,0,0
NM_001010983.3,1,1,1,1,0,0,1,0,0
XM_017015481.2,1,0,0,0,0,0,0,0,0
XR_001738665.1,1,0,0,0,0,0,0,0,0
NM_021055.3,1,1,0,1,0,1,0,1,0
XM_011536093.3,1,0,0,0,0,0,0,0,0
XM_006717186.2,1,1,1,1,0,1,1,1,0
XM_017026566.2,1,1,0,0,0,0,0,0,0
XM_017026090.1,1,0,0,0,0,0,1,0,0
XM_017015757.2,1,1,1,1,0,1,1,0,1
NM_017953.4,1,0,1,1,0,1,0,0,0
NM_001382630.1,1,0,0,0,0,0,0,1,1
NM_006413.5,1,1,1,1,1,0,1,0,1
NR_156451.2,1,1,1,1,0,0,1,0,0
NM_001316346.2,1,0,0,0,0,0,0,0,0
XM_006526699.5,1,1,0,0,0,0,0,0,0
XM_006496562.4,0,1,0,0,0,0,0,0,0
XM_024451735.1,1,1,1,0,1,0,1,0,1
XM_006507914.4,0,1,0,0,0,0,0,0,0
NM_020820.4,1,1,1,1,0,0,1,0,0
NR_130975.2,1,0,1,0,0,1,1,0,1
XM_006531719.3,0,0,0,0,1,0,0,0,0
XM_024446785.1,1,0,0,0,0,0,0,0,0
XM_006724624.4,1,0,0,1,0,0,0,0,0
NR_130108.2,1,1,1,1,0,1,0,0,0
NM_002543.4,1,0,0,0,0,0,0,0,0
NM_026444.4,1,0,0,0,0,0,0,0,0
XM_011542065.2,1,0,0,0,0,0,0,0,0
NM_014020.4,1,0,0,0,0,0,0,0,0
NM_012383.5,1,0,0,0,0,1,1,0,1
XR_002957334.1,1,0,0,0,0,0,1,0,0
NM_025605.3,1,0,0,0,0,0,0,0,0
NM_001100600.2,1,0,0,0,0,0,0,0,0
XM_024447422.1,1,1,0,0,0,0,1,0,0
XM_024449133.1,1,1,0,0,1,0,0,0,0
XM_024453595.1,1,1,1,1,0,1,1,1,0
NM_176843.3,1,0,0,0,1,0,0,0,0
XM_006517747.2,1,1,0,0,0,0,0,0,0
XR_929791.3,1,1,0,1,0,0,1,0,0
NR_167994.1,1,1,1,1,0,0,1,0,1
NM_001244959.2,1,1,0,1,0,1,0,0,0
XR_387576.4,0,1,0,0,0,0,0,0,0
NM_001440.4,1,1,0,1,0,1,0,0,0
XM_024446645.1,1,0,0,0,0,0,0,0,0
NM_001367947.1,1,1,1,1,0,1,1,1,1
NM_025136.4,1,1,1,1,1,1,0,1,0
NR_135147.2,1,1,1,1,0,1,1,0,1
XM_006715592.3,1,1,1,1,0,1,1,1,0
XM_024450190.1,1,1,0,0,0,0,0,0,0
NR_148678.3,1,1,1,1,0,1,1,1,0
XM_006721744.3,1,1,0,0,0,0,1,0,0
NM_001199084.1,1,0,0,0,1,0,0,0,0
NR_153390.1,0,1,0,0,0,0,0,0,0
XM_011529434.3,1,1,1,1,0,0,1,1,0
XR_001747963.2,1,1,1,1,0,1,1,1,1
XM_011539952.2,1,0,0,0,0,0,0,1,0
XM_011248592.4,0,1,0,0,0,0,0,0,0
XM_011248088.3,0,0,0,0,1,0,0,0,0
XM_011521414.1,1,1,1,1,0,0,0,0,0
XM_017004492.2,1,1,1,1,0,0,0,0,0
NM_172827.3,0,1,0,0,0,0,0,0,0
NM_002855.5,1,0,0,0,0,0,0,0,1
XR_868861.1,0,0,0,0,1,0,0,0,0
XR_001736952.2,1,1,0,0,0,0,0,0,0
NM_000723.5,1,0,0,1,0,1,1,0,0
XM_011527897.3,1,1,0,1,0,0,1,0,1
NM_001276760.3,1,1,1,0,0,1,1,1,1
NM_001267560.2,1,1,0,0,0,0,1,1,1
XM_017322215.3,0,1,0,0,0,0,0,0,0
XM_011510119.3,1,0,0,0,0,0,0,0,0
NM_000439.5,1,0,0,0,0,0,0,0,0
XM_036163281.1,0,1,0,0,0,0,0,0,0
NM_014671.3,1,1,1,1,0,1,1,1,1
XM_030252574.2,0,0,0,0,1,0,0,0,0
NR_027422.1,1,0,0,0,0,0,0,0,0
NM_001441.3,1,0,0,1,0,0,0,0,1
NR_170375.1,1,0,0,0,0,0,1,0,0
XM_017017647.1,1,1,0,1,0,1,0,0,0
XM_005268802.3,1,0,0,0,0,0,0,0,0
NM_001387451.1,1,1,1,1,0,1,1,0,0
XM_011543199.1,1,0,0,0,0,0,1,1,0
NM_001014987.2,1,1,1,0,0,0,1,0,0
NM_001365552.1,1,0,0,0,0,0,0,1,0
NM_001351222.2,1,1,0,0,1,0,1,0,0
NM_010816.1,0,0,0,0,1,0,0,0,0
NR_134523.1,1,1,1,1,0,1,1,1,0
XM_006510451.4,0,0,0,0,1,0,0,0,0
XM_006514113.5,1,0,0,0,0,0,0,0,0
NM_022828.5,1,1,0,0,0,1,1,0,0
XM_017313828.1,0,0,0,0,1,0,0,0,0
XR_001741190.2,1,1,1,1,1,1,1,0,0
NM_001286721.3,1,1,1,1,0,1,1,0,0
NM_003076.5,1,1,1,1,0,1,1,0,0
XR_922930.3,1,1,1,1,0,1,1,1,0
NM_173536.4,1,0,0,0,0,0,0,0,0
NM_004022.3,1,1,1,1,0,1,1,0,0
XM_017019386.2,1,1,1,1,0,1,1,0,0
XM_005261148.5,1,1,0,1,0,1,1,1,0
NR_134678.2,1,1,1,1,0,1,1,0,1
XR_001751313.2,1,1,1,1,0,1,1,1,1
NM_173039.3,1,1,1,1,0,0,0,0,1
XM_011525551.2,1,1,1,1,0,1,1,1,1
NM_010686.4,1,0,0,0,0,0,0,0,0
NM_001320979.1,1,0,0,1,0,0,1,1,1
XM_036164920.1,0,1,0,0,0,0,0,0,0
NM_001357367.2,0,0,0,0,1,0,0,0,0
XM_011543033.1,1,0,0,0,0,0,0,0,0
XM_017028451.2,1,0,0,0,0,0,0,0,0
NM_001359228.2,1,0,1,0,0,0,0,0,0
XM_011530120.3,1,0,0,0,0,0,0,0,0
XM_017008295.2,1,1,1,1,0,0,1,0,0
XM_024451011.1,1,0,1,1,0,1,1,0,0
XM_036158209.1,1,0,0,0,0,0,0,0,0
NM_003923.3,1,0,0,0,0,0,0,0,0
NM_052850.4,1,0,0,1,0,0,1,0,1
NM_008408.5,0,1,0,0,0,0,0,0,0
NR_046330.2,1,1,1,1,0,1,1,1,1
NM_198516.3,1,1,0,0,0,0,1,1,0
NM_133267.3,1,0,0,0,0,0,0,0,0
NM_000298.6,1,0,0,0,0,1,1,0,0
NM_153487.4,1,1,0,0,0,1,0,0,0
XR_426906.3,1,0,0,0,0,0,0,0,0
NM_003683.6,1,1,1,1,0,1,0,0,1
NM_001354251.2,1,1,1,1,0,1,0,0,0
XM_017003686.2,1,1,1,1,0,1,1,1,0
NM_001360897.1,0,1,0,0,0,0,0,0,0
XM_024449816.1,1,1,0,0,0,0,0,0,0
NM_153369.4,1,1,1,0,1,1,0,1,0
XR_001741168.1,1,1,0,1,1,0,0,0,0
NM_001330368.2,1,1,1,1,0,0,1,1,0
XM_024449603.1,0,0,1,0,0,0,0,0,0
NM_001316935.2,1,1,1,1,0,0,1,0,1
XM_017004959.2,1,1,0,0,0,0,0,0,0
NM_138465.4,1,1,0,1,0,1,0,0,0
XR_004942441.1,0,1,0,0,0,0,0,0,0
XM_011538631.2,1,0,0,0,0,0,1,0,0
NM_001256382.1,1,0,0,0,0,0,0,0,0
XM_036152727.1,0,0,0,0,1,0,0,0,0
NM_001253909.2,1,0,0,0,0,0,1,0,1
XR_001780756.2,0,0,0,0,1,0,0,0,0
NR_123733.2,1,1,0,0,0,0,1,0,0
XM_017023784.1,1,0,0,0,0,0,0,0,0
XM_017013620.1,1,0,0,0,0,0,0,0,1
NM_001321853.2,1,1,1,1,0,1,1,0,1
NR_169622.2,1,0,0,0,0,0,0,0,0
XM_024446580.1,1,0,0,0,0,0,1,0,0
XM_017005501.2,1,1,1,1,0,1,1,1,0
XM_017019934.2,1,0,0,0,0,0,1,0,0
NM_001243052.1,0,0,0,0,1,0,0,0,0
NM_138924.3,1,1,0,1,0,0,0,0,1
NM_001364501.2,0,0,0,0,0,0,1,0,0
NR_034072.1,1,1,1,1,0,1,1,1,1
XR_004935402.1,0,1,0,0,0,0,0,0,0
XR_001741155.2,1,0,0,0,0,0,0,0,0
NM_203401.2,1,1,1,1,0,1,1,0,1
XR_001737037.1,1,1,1,0,0,1,1,1,1
NR_136687.2,1,0,0,0,0,0,1,0,1
XR_001737395.2,1,0,0,0,0,0,0,0,0
XM_006504916.4,0,1,0,0,0,0,0,0,0
XM_024450262.1,1,0,0,0,0,0,1,0,0
NM_001303459.3,1,0,1,1,0,0,1,0,0
NM_005450.6,1,0,0,0,0,0,0,0,0
XM_011538968.2,1,1,1,1,0,0,1,0,0
NM_001005285.2,1,0,0,0,0,1,0,0,0
NM_001323289.2,1,0,0,0,0,0,1,1,0
NM_001286837.3,1,1,0,0,0,0,1,1,1
NM_002742.3,1,0,0,0,0,0,1,0,0
NR_047623.1,1,1,0,0,1,0,1,0,0
NM_001001396.3,1,1,1,1,0,1,1,1,0
XM_024449943.1,1,1,0,1,0,1,1,0,0
NM_001184760.2,1,1,1,1,0,0,1,0,1
NM_000440.3,1,1,0,0,1,0,0,0,0
NM_001258031.2,1,0,1,1,0,1,0,0,0
NM_001321810.2,1,1,1,1,0,1,1,1,0
NM_020950.2,1,1,0,0,0,0,0,0,0
XM_005251588.1,1,1,0,0,0,0,0,0,0
NM_001355124.1,0,0,0,0,1,0,0,0,0
NM_152381.6,1,0,0,0,0,0,0,0,0
NM_001317194.2,1,0,1,1,0,1,1,0,1
XM_024451317.1,1,1,1,1,0,1,1,1,0
XM_037916395.1,1,0,0,0,0,0,0,0,0
NM_014832.5,1,1,1,0,0,0,1,1,1
XR_004937963.1,0,1,0,0,0,0,0,0,0
NM_001164489.2,1,1,0,1,0,1,0,0,0
NM_001164319.2,1,1,1,1,0,1,1,1,0
XM_011512749.1,1,0,0,0,0,0,0,0,0
NM_001278503.2,1,1,1,1,0,1,1,0,0
XR_001742264.2,1,1,0,0,1,0,0,0,0
NM_032029.5,1,0,0,0,0,0,0,0,0
NM_001163355.2,0,1,0,0,0,0,0,0,0
NM_001349568.2,1,0,0,0,0,0,0,0,0
XM_024453291.1,1,1,1,0,0,1,0,0,0
NM_006521.6,1,0,0,1,0,1,1,0,0
NM_001365852.1,1,0,0,0,0,0,0,0,0
XM_017028068.1,1,0,0,0,0,0,0,0,0
NM_001282526.2,1,0,0,0,0,0,0,1,1
NM_001278274.1,0,1,0,0,0,0,0,0,0
XM_011511102.2,1,1,0,0,0,0,0,0,0
XR_241885.2,1,1,1,1,0,1,1,1,0
XM_030242664.2,0,0,0,0,1,0,0,0,0
NM_017896.3,1,1,1,0,0,1,1,1,1
NM_001286734.2,1,1,1,1,1,0,1,1,0
NR_163868.1,1,1,0,0,0,1,1,0,0
XM_011532253.1,1,0,0,0,0,0,0,0,0
NM_001165933.2,1,0,0,0,0,0,0,0,0
XM_011519626.2,1,1,0,0,1,0,1,0,0
NM_001029.5,1,0,0,1,0,1,0,0,1
NR_103842.2,1,1,1,1,0,0,1,0,0
NM_001757.4,1,1,0,0,0,0,1,0,1
XM_006520759.4,0,1,0,0,0,0,0,0,0
NM_183250.2,1,0,0,0,0,0,0,0,0
NM_000555.3,1,1,0,0,1,0,0,0,0
XM_017027297.2,1,1,1,1,1,1,0,0,0
NM_012400.4,1,0,0,0,0,0,0,0,0
NM_001182192.1,1,1,1,0,0,0,1,0,0
NM_001128303.2,1,0,0,0,0,0,0,0,0
NM_026772.2,0,0,0,0,1,0,0,0,0
XM_017001206.1,1,1,1,1,1,1,1,1,0
NM_007754.2,0,1,0,0,0,0,0,0,0
XM_011544708.2,1,0,1,0,0,0,1,0,0
XM_030245247.2,0,1,0,0,0,0,0,0,0
XR_004941883.1,1,0,0,0,1,0,0,0,0
XM_017003153.2,1,0,0,0,0,0,1,0,1
XM_011518028.2,1,0,0,0,0,0,0,0,0
XM_011520445.3,1,1,0,0,1,0,1,1,0
XM_017028387.1,1,0,0,0,0,0,0,0,0
NM_001350944.2,1,1,1,1,0,1,1,0,1
XR_929805.3,1,1,1,1,0,1,0,0,1
NM_001308954.2,1,0,0,0,0,0,0,0,0
XM_036154102.1,0,0,0,0,1,0,0,0,0
XM_017018919.2,1,1,1,1,0,1,1,0,0
XM_024449372.1,1,1,0,0,0,0,0,0,0
XM_011538906.2,1,1,0,0,1,0,0,0,0
XM_017003383.2,1,1,0,1,0,0,1,1,0
XR_002957315.1,1,0,0,0,0,0,1,0,0
NM_024717.7,1,1,0,0,1,0,0,0,0
XM_006501553.4,0,1,0,0,0,0,0,0,0
XM_006502811.5,0,1,0,0,0,0,0,0,0
NM_001355524.1,0,0,0,0,1,0,0,0,0
XM_011539944.3,1,1,1,1,0,1,1,1,0
NM_001168538.1,0,1,0,0,0,0,0,0,0
NM_023033.4,1,1,1,0,0,0,0,0,1
XR_002956310.1,1,1,1,1,0,1,1,0,0
XR_002957561.1,1,1,1,1,0,0,1,1,1
NM_198213.2,1,0,0,0,0,0,0,0,0
NR_103473.2,1,1,1,1,0,0,1,1,0
XM_017028005.2,1,0,0,0,0,0,0,0,0
XR_002957789.1,1,1,1,1,0,1,0,0,0
XM_005246950.3,1,1,0,0,0,0,0,0,0
NM_175075.5,1,1,0,0,0,0,0,0,0
XM_017026388.2,1,0,0,0,0,0,1,0,1
NM_024816.3,1,0,0,1,0,1,1,0,1
XM_017023908.1,1,1,0,1,0,0,1,0,0
NM_002789.6,1,1,1,0,0,0,1,1,1
NM_198723.2,1,1,0,1,0,0,1,0,0
NM_175090.4,0,1,0,0,0,0,0,0,0
NM_001135636.2,1,1,1,1,0,1,1,1,1
XM_006720234.3,1,0,1,1,0,0,0,0,0
XM_005250208.4,1,1,1,1,0,1,1,1,0
NM_001318537.1,1,0,1,0,0,0,1,0,1
NM_001372170.1,1,0,0,0,0,0,0,0,0
XM_017025152.1,1,0,1,1,0,1,1,0,0
NM_001010895.4,1,1,1,1,0,1,1,1,0
NM_001360843.1,0,1,0,0,0,0,0,0,0
XR_001749468.1,1,0,0,0,0,0,1,0,0
NM_004979.6,1,0,0,0,0,0,0,0,0
NM_177455.4,1,0,0,0,0,0,0,0,0
NM_001359879.1,0,1,0,0,0,0,0,0,0
XM_017017180.1,1,0,1,0,0,0,0,0,0
XR_001747178.2,1,1,1,1,0,1,1,0,0
XM_005259903.4,1,0,1,1,0,1,0,0,0
NM_024200.4,0,1,0,0,0,0,0,0,0
NM_020340.5,1,1,0,0,0,0,1,0,0
NM_001271909.3,1,1,0,0,0,0,0,0,1
NM_001033385.3,0,1,0,0,1,0,0,0,0
XR_001747999.2,1,1,1,1,0,0,1,0,1
XM_011513895.2,1,0,0,0,0,0,1,0,0
XM_017027433.1,1,0,0,0,0,0,0,0,0
XM_017016851.2,1,1,1,1,0,1,0,0,1
XM_017322385.3,0,0,0,0,1,0,0,0,0
NM_175884.6,1,0,0,1,0,0,0,0,0
NM_052899.3,1,0,1,0,0,0,0,0,0
NM_033106.4,1,0,0,0,0,0,0,0,0
XM_024454386.1,1,1,1,1,0,1,1,0,0
XM_024454078.1,1,1,0,0,0,0,1,0,0
NR_024497.2,0,0,1,0,0,0,0,0,0
XM_024447646.1,1,0,0,0,0,0,0,0,0
XM_005246684.2,1,1,0,1,0,0,1,1,0
NM_001367070.1,1,0,0,0,0,0,1,0,0
XM_017003900.1,1,0,0,0,0,0,1,0,1
NM_014143.4,1,0,0,0,0,0,0,0,0
XM_011538199.2,1,0,0,0,0,0,1,0,0
NM_001180963.1,0,0,0,0,0,0,1,0,0
XM_017000227.1,1,1,0,0,1,0,0,0,0
NM_027278.3,0,0,0,0,1,0,0,0,0
NM_001168324.2,1,1,0,0,1,0,0,0,0
XM_011511356.3,1,1,1,1,0,0,1,0,0
XM_006724001.2,1,1,0,0,0,0,0,0,0
XM_017027407.1,1,1,1,1,0,0,1,0,0
XM_017009015.1,1,1,1,1,0,1,1,0,0
NR_134524.2,1,0,0,1,0,0,0,0,1
NR_138039.2,1,1,1,1,0,0,0,0,0
XM_036153721.1,0,0,0,0,1,0,0,0,0
XM_011536120.2,1,1,1,1,0,1,1,1,0
XM_017027693.2,1,1,0,0,0,0,1,0,0
XM_005263920.3,1,1,1,1,0,1,0,0,1
XM_017012324.2,1,1,0,1,0,1,1,0,0
NM_008113.3,0,0,0,0,1,0,0,0,0
NM_025216.3,1,0,0,0,0,0,0,0,0
NM_001278067.1,1,0,0,0,0,0,0,0,0
XM_006720525.1,1,1,1,1,0,1,1,1,0
XR_004939578.1,1,0,0,0,0,0,0,0,0
NM_001385538.1,1,1,1,1,0,0,1,1,0
NM_172607.3,0,1,0,0,0,0,0,0,0
NR_159945.1,0,0,0,0,0,0,1,0,0
XM_024451461.1,1,0,0,0,0,0,0,0,0
XM_006539541.2,0,0,0,0,1,0,0,0,0
NM_001316996.2,1,0,0,1,0,0,0,0,0
NM_004336.5,1,1,1,1,0,1,1,1,0
XM_011516792.2,1,1,0,1,0,1,1,0,0
NM_001302891.3,1,1,0,0,0,0,1,0,0
NM_006064.5,1,1,1,1,0,0,1,0,0
NR_045639.2,1,0,0,0,0,1,1,0,1
XM_017028352.1,1,0,0,0,0,0,0,0,0
NM_017413.5,1,0,0,0,0,0,1,0,0
NM_032246.6,1,1,0,0,0,0,0,0,0
NR_169758.1,1,1,1,1,0,1,1,0,0
NR_153381.1,0,1,0,0,0,0,0,0,0
NM_001201457.2,1,0,1,0,0,0,0,0,0
